"code","label","means_missing","description"
"104","computer support specialists",FALSE,"computer support specialists"
"106","database administrators",FALSE,"database administrators"
"110","network and computer systems administrators",FALSE,"network and computer systems administrators"
"111","network systems and data communications analysts",FALSE,"network systems and data communications analysts"
"120","actuaries",FALSE,"actuaries"
"121","mathematicians",FALSE,"mathematicians"
"122","operations research analysts",FALSE,"operations research analysts"
"123","statisticians",FALSE,"statisticians"
"124","miscellaneous mathematical science occupations",FALSE,"miscellaneous mathematical science occupations"
"130","architects, except naval",FALSE,"architects, except naval"
"131","surveyors, cartographers, and photogrammetrists",FALSE,"surveyors, cartographers, and photogrammetrists"
"132","aerospace engineers",FALSE,"aerospace engineers"
"133","agricultural engineers",FALSE,"agricultural engineers"
"134","biomedical engineers",FALSE,"biomedical engineers"
"135","chemical engineers",FALSE,"chemical engineers"
"136","civil engineers",FALSE,"civil engineers"
"140","computer hardware engineers",FALSE,"computer hardware engineers"
"141","electrical and electronics engineers",FALSE,"electrical and electronics engineers"
"142","environmental engineers",FALSE,"environmental engineers"
"143","industrial engineers, including health and safety",FALSE,"industrial engineers, including health and safety"
"144","marine engineers and naval architects",FALSE,"marine engineers and naval architects"
"145","materials engineers",FALSE,"materials engineers"
"146","mechanical engineers",FALSE,"mechanical engineers"
"150","mining and geological engineers, including mining safety engineers",FALSE,"mining and geological engineers, including mining safety engineers"
"151","nuclear engineers",FALSE,"nuclear engineers"
"152","petroleum engineers",FALSE,"petroleum engineers"
"153","engineers, all other",FALSE,"engineers, all other"
"154","drafters",FALSE,"drafters"
"155","engineering technicians, except drafters",FALSE,"engineering technicians, except drafters"
"156","surveying and mapping technicians",FALSE,"surveying and mapping technicians"
"160","agricultural and food scientists",FALSE,"agricultural and food scientists"
"161","biological scientists",FALSE,"biological scientists"
"164","conservation scientists and foresters",FALSE,"conservation scientists and foresters"
"165","medical scientists",FALSE,"medical scientists"
"170","astronomers and physicists",FALSE,"astronomers and physicists"
"171","atmospheric and space scientists",FALSE,"atmospheric and space scientists"
"172","chemists and materials scientists",FALSE,"chemists and materials scientists"
"174","environmental scientists and geoscientists",FALSE,"environmental scientists and geoscientists"
"176","physical scientists, all other",FALSE,"physical scientists, all other"
"180","economists",FALSE,"economists"
"181","market and survey researchers",FALSE,"market and survey researchers"
"182","psychologists",FALSE,"psychologists"
"183","sociologists",FALSE,"sociologists"
"184","urban and regional planners",FALSE,"urban and regional planners"
"186","miscellaneous social scientists and related workers",FALSE,"miscellaneous social scientists and related workers"
"190","agricultural and food science technicians",FALSE,"agricultural and food science technicians"
"191","biological technicians",FALSE,"biological technicians"
"192","chemical technicians",FALSE,"chemical technicians"
"193","geological and petroleum technicians",FALSE,"geological and petroleum technicians"
"194","nuclear technicians",FALSE,"nuclear technicians"
"196","other life, physical, and social science technicians ,",FALSE,"other life, physical, and social science technicians ,"
"200","counselors",FALSE,"counselors"
"201","social workers",FALSE,"social workers"
"202","miscellaneous community and social service specialists",FALSE,"miscellaneous community and social service specialists"
"204","clergy",FALSE,"clergy"
"205","directors, religious activities and education",FALSE,"directors, religious activities and education"
"206","religious workers, all other",FALSE,"religious workers, all other"
"210","lawyers",FALSE,"lawyers"
"211","judges, magistrates, and other judicial workers",FALSE,"judges, magistrates, and other judicial workers"
"214","paralegals and legal assistants",FALSE,"paralegals and legal assistants"
"215","miscellaneous legal support workers",FALSE,"miscellaneous legal support workers"
"220","postsecondary teachers",FALSE,"postsecondary teachers"
"230","preschool and kindergarten teachers",FALSE,"preschool and kindergarten teachers"
"231","elementary and middle school teachers",FALSE,"elementary and middle school teachers"
"232","secondary school teachers",FALSE,"secondary school teachers"
"233","special education teachers",FALSE,"special education teachers"
"234","other teachers and instructors",FALSE,"other teachers and instructors"
"240","archivists, curators, and museum technicians",FALSE,"archivists, curators, and museum technicians"
"243","librarians",FALSE,"librarians"
"244","library technicians",FALSE,"library technicians"
"254","teacher assistants",FALSE,"teacher assistants"
"255","other education, training, and library workers , , ,",FALSE,"other education, training, and library workers , , ,"
"260","artists and related workers",FALSE,"artists and related workers"
"263","designers",FALSE,"designers"
"270","actors",FALSE,"actors"
"271","producers and directors",FALSE,"producers and directors"
"272","athletes, coaches, umpires, and related workers",FALSE,"athletes, coaches, umpires, and related workers"
"274","dancers and choreographers",FALSE,"dancers and choreographers"
"275","musicians, singers, and related workers",FALSE,"musicians, singers, and related workers"
"276","entertainers and performers, sports and related workers, all other",FALSE,"entertainers and performers, sports and related workers, all other"
"280","announcers",FALSE,"announcers"
"281","news analysts, reporters and correspondents",FALSE,"news analysts, reporters and correspondents"
"282","public relations specialists",FALSE,"public relations specialists"
"283","editors",FALSE,"editors"
"284","technical writers",FALSE,"technical writers"
"285","writers and authors",FALSE,"writers and authors"
"286","miscellaneous media and communication workers",FALSE,"miscellaneous media and communication workers"
"290","broadcast and sound engineering technicians and radio operators",FALSE,"broadcast and sound engineering technicians and radio operators"
"291","photographers",FALSE,"photographers"
"292","television, video, and motion picture camera operators and editors",FALSE,"television, video, and motion picture camera operators and editors"
"296","media and communication equipment workers, all other",FALSE,"media and communication equipment workers, all other"
"300","chiropractors",FALSE,"chiropractors"
"301","dentists",FALSE,"dentists"
"303","dietitians and nutritionists",FALSE,"dietitians and nutritionists"
"304","optometrists",FALSE,"optometrists"
"305","pharmacists",FALSE,"pharmacists"
"306","physicians and surgeons",FALSE,"physicians and surgeons"
"311","physician assistants",FALSE,"physician assistants"
"312","podiatrists",FALSE,"podiatrists"
"313","registered nurses",FALSE,"registered nurses"
"314","audiologists",FALSE,"audiologists"
"315","occupational therapists",FALSE,"occupational therapists"
"316","physical therapists",FALSE,"physical therapists"
"320","radiation therapists",FALSE,"radiation therapists"
"321","recreational therapists",FALSE,"recreational therapists"
"322","respiratory therapists",FALSE,"respiratory therapists"
"323","speech-language pathologists",FALSE,"speech-language pathologists"
"324","therapists, all other",FALSE,"therapists, all other"
"325","veterinarians",FALSE,"veterinarians"
"326","health diagnosing and treating practitioners, all other",FALSE,"health diagnosing and treating practitioners, all other"
"330","clinical laboratory technologists and technicians",FALSE,"clinical laboratory technologists and technicians"
"331","dental hygienists",FALSE,"dental hygienists"
"332","diagnostic related technologists and technicians",FALSE,"diagnostic related technologists and technicians"
"340","emergency medical technicians and paramedics",FALSE,"emergency medical technicians and paramedics"
"341","health diagnosing and treating practitioner support technicians",FALSE,"health diagnosing and treating practitioner support technicians"
"350","licensed practical and licensed vocational nurses",FALSE,"licensed practical and licensed vocational nurses"
"351","medical records and health information technicians",FALSE,"medical records and health information technicians"
"352","opticians, dispensing",FALSE,"opticians, dispensing"
"353","miscellaneous health technologists and technicians",FALSE,"miscellaneous health technologists and technicians"
"354","other healthcare practitioners and technical occupations",FALSE,"other healthcare practitioners and technical occupations"
"360","nursing, psychiatric, and home health aides",FALSE,"nursing, psychiatric, and home health aides"
"361","occupational therapist assistants and aides",FALSE,"occupational therapist assistants and aides"
"362","physical therapist assistants and aides",FALSE,"physical therapist assistants and aides"
"363","massage therapists",FALSE,"massage therapists"
"364","dental assistants",FALSE,"dental assistants"
"365","medical assistants and other healthcare support occupations , , , , ,",FALSE,"medical assistants and other healthcare support occupations , , , , ,"
"370","first-line supervisors/managers of correctional officers",FALSE,"first-line supervisors/managers of correctional officers"
"371","first-line supervisors/managers of police and detectives",FALSE,"first-line supervisors/managers of police and detectives"
"372","first-line supervisors/managers of fire fighting and prevention workers",FALSE,"first-line supervisors/managers of fire fighting and prevention workers"
"373","supervisors, protective service workers, all other",FALSE,"supervisors, protective service workers, all other"
"374","fire fighters",FALSE,"fire fighters"
"375","fire inspectors",FALSE,"fire inspectors"
"380","bailiffs, correctional officers, and jailers",FALSE,"bailiffs, correctional officers, and jailers"
"382","detectives and criminal investigators",FALSE,"detectives and criminal investigators"
"383","fish and game wardens",FALSE,"fish and game wardens"
"384","parking enforcement workers",FALSE,"parking enforcement workers"
"385","police and sheriff's patrol officers",FALSE,"police and sheriff's patrol officers"
"386","transit and railroad police",FALSE,"transit and railroad police"
"390","animal control workers",FALSE,"animal control workers"
"391","private detectives and investigators",FALSE,"private detectives and investigators"
"392","security guards and gaming surveillance officers",FALSE,"security guards and gaming surveillance officers"
"394","crossing guards",FALSE,"crossing guards"
"395","lifeguards and other protective service workers ,",FALSE,"lifeguards and other protective service workers ,"
"400","chefs and head cooks",FALSE,"chefs and head cooks"
"401","first-line supervisors/managers of food preparation and serving workers",FALSE,"first-line supervisors/managers of food preparation and serving workers"
"402","cooks",FALSE,"cooks"
"403","food preparation workers",FALSE,"food preparation workers"
"404","bartenders",FALSE,"bartenders"
"405","combined food preparation and serving workers, including fast food",FALSE,"combined food preparation and serving workers, including fast food"
"406","counter attendants, cafeteria, food concession, and coffee shop",FALSE,"counter attendants, cafeteria, food concession, and coffee shop"
"411","waiters and waitresses",FALSE,"waiters and waitresses"
"412","food servers, nonrestaurant",FALSE,"food servers, nonrestaurant"
"413","dining room and cafeteria attendants and bartender helpers",FALSE,"dining room and cafeteria attendants and bartender helpers"
"414","dishwashers",FALSE,"dishwashers"
"415","hosts and hostesses, restaurant, lounge, and coffee shop",FALSE,"hosts and hostesses, restaurant, lounge, and coffee shop"
"416","food preparation and serving related workers, all other",FALSE,"food preparation and serving related workers, all other"
"420","first-line supervisors/managers of housekeeping and janitorial workers",FALSE,"first-line supervisors/managers of housekeeping and janitorial workers"
"421","first-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",FALSE,"first-line supervisors/managers of landscaping, lawn service, and groundskeeping workers"
"422","janitors and building cleaners ,",FALSE,"janitors and building cleaners ,"
"423","maids and housekeeping cleaners",FALSE,"maids and housekeeping cleaners"
"424","pest control workers",FALSE,"pest control workers"
"425","grounds maintenance workers",FALSE,"grounds maintenance workers"
"430","first-line supervisors/managers of gaming workers",FALSE,"first-line supervisors/managers of gaming workers"
"432","first-line supervisors/managers of personal service workers",FALSE,"first-line supervisors/managers of personal service workers"
"434","animal trainers",FALSE,"animal trainers"
"435","nonfarm animal caretakers",FALSE,"nonfarm animal caretakers"
"440","gaming services workers",FALSE,"gaming services workers"
"441","motion picture projectionists",FALSE,"motion picture projectionists"
"442","ushers, lobby attendants, and ticket takers",FALSE,"ushers, lobby attendants, and ticket takers"
"443","miscellaneous entertainment attendants and related workers",FALSE,"miscellaneous entertainment attendants and related workers"
"446","funeral service workers",FALSE,"funeral service workers"
"450","barbers",FALSE,"barbers"
"451","hairdressers, hairstylists, and cosmetologists",FALSE,"hairdressers, hairstylists, and cosmetologists"
"452","miscellaneous personal appearance workers",FALSE,"miscellaneous personal appearance workers"
"453","baggage porters, bellhops, and concierges",FALSE,"baggage porters, bellhops, and concierges"
"454","tour and travel guides",FALSE,"tour and travel guides"
"455","transportation attendants",FALSE,"transportation attendants"
"460","child care workers",FALSE,"child care workers"
"461","personal and home care aides",FALSE,"personal and home care aides"
"462","recreation and fitness workers",FALSE,"recreation and fitness workers"
"464","residential advisors",FALSE,"residential advisors"
"465","personal care and service workers, all other",FALSE,"personal care and service workers, all other"
"470","first-line supervisors/managers of retail sales workers",FALSE,"first-line supervisors/managers of retail sales workers"
"471","first-line supervisors/managers of non-retail sales workers",FALSE,"first-line supervisors/managers of non-retail sales workers"
"472","cashiers",FALSE,"cashiers"
"474","counter and rental clerks",FALSE,"counter and rental clerks"
"475","parts salespersons",FALSE,"parts salespersons"
"476","retail salespersons",FALSE,"retail salespersons"
"480","advertising sales agents",FALSE,"advertising sales agents"
"481","insurance sales agents",FALSE,"insurance sales agents"
"482","securities, commodities, and financial services sales agents",FALSE,"securities, commodities, and financial services sales agents"
"483","travel agents",FALSE,"travel agents"
"484","sales representatives, services, all other",FALSE,"sales representatives, services, all other"
"485","sales representatives, wholesale and manufacturing",FALSE,"sales representatives, wholesale and manufacturing"
"490","models, demonstrators, and product promoters",FALSE,"models, demonstrators, and product promoters"
"492","real estate brokers and sales agents",FALSE,"real estate brokers and sales agents"
"493","sales engineers",FALSE,"sales engineers"
"494","telemarketers",FALSE,"telemarketers"
"495","door-to-door sales workers, news and street vendors, and related workers",FALSE,"door-to-door sales workers, news and street vendors, and related workers"
"496","sales and related workers, all other",FALSE,"sales and related workers, all other"
"500","first-line supervisors/managers of office and administrative support workers",FALSE,"first-line supervisors/managers of office and administrative support workers"
"501","switchboard operators, including answering service",FALSE,"switchboard operators, including answering service"
"502","telephone operators",FALSE,"telephone operators"
"503","communications equipment operators, all other",FALSE,"communications equipment operators, all other"
"510","bill and account collectors",FALSE,"bill and account collectors"
"511","billing and posting clerks and machine operators",FALSE,"billing and posting clerks and machine operators"
"512","bookkeeping, accounting, and auditing clerks",FALSE,"bookkeeping, accounting, and auditing clerks"
"513","gaming cage workers",FALSE,"gaming cage workers"
"514","payroll and timekeeping clerks",FALSE,"payroll and timekeeping clerks"
"515","procurement clerks",FALSE,"procurement clerks"
"516","tellers",FALSE,"tellers"
"520","brokerage clerks",FALSE,"brokerage clerks"
"521","correspondence clerks",FALSE,"correspondence clerks"
"522","court, municipal, and license clerks",FALSE,"court, municipal, and license clerks"
"523","credit authorizers, checkers, and clerks",FALSE,"credit authorizers, checkers, and clerks"
"524","customer service representatives",FALSE,"customer service representatives"
"525","eligibility interviewers, government programs",FALSE,"eligibility interviewers, government programs"
"526","file clerks",FALSE,"file clerks"
"530","hotel, motel, and resort desk clerks",FALSE,"hotel, motel, and resort desk clerks"
"531","interviewers, except eligibility and loan",FALSE,"interviewers, except eligibility and loan"
"532","library assistants, clerical",FALSE,"library assistants, clerical"
"533","loan interviewers and clerks",FALSE,"loan interviewers and clerks"
"534","new accounts clerks",FALSE,"new accounts clerks"
"535","order clerks",FALSE,"order clerks"
"536","human resources assistants, except payroll and timekeeping",FALSE,"human resources assistants, except payroll and timekeeping"
"540","receptionists and information clerks",FALSE,"receptionists and information clerks"
"541","reservation and transportation ticket agents and travel clerks",FALSE,"reservation and transportation ticket agents and travel clerks"
"542","information and record clerks, all other",FALSE,"information and record clerks, all other"
"550","cargo and freight agents",FALSE,"cargo and freight agents"
"551","couriers and messengers",FALSE,"couriers and messengers"
"552","dispatchers",FALSE,"dispatchers"
"553","meter readers, utilities",FALSE,"meter readers, utilities"
"554","postal service clerks",FALSE,"postal service clerks"
"555","postal service mail carriers",FALSE,"postal service mail carriers"
"556","postal service mail sorters, processors, and processing machine operators",FALSE,"postal service mail sorters, processors, and processing machine operators"
"560","production, planning, and expediting clerks",FALSE,"production, planning, and expediting clerks"
"561","shipping, receiving, and traffic clerks",FALSE,"shipping, receiving, and traffic clerks"
"562","stock clerks and order fillers",FALSE,"stock clerks and order fillers"
"563","weighers, measurers, checkers, and samplers, recordkeeping",FALSE,"weighers, measurers, checkers, and samplers, recordkeeping"
"570","secretaries and administrative assistants",FALSE,"secretaries and administrative assistants"
"580","computer operators",FALSE,"computer operators"
"581","data entry keyers",FALSE,"data entry keyers"
"582","word processors and typists",FALSE,"word processors and typists"
"583","desktop publishers",FALSE,"desktop publishers"
"584","insurance claims and policy processing clerks",FALSE,"insurance claims and policy processing clerks"
"585","mail clerks and mail machine operators, except postal service",FALSE,"mail clerks and mail machine operators, except postal service"
"586","office clerks, general",FALSE,"office clerks, general"
"590","office machine operators, except computer",FALSE,"office machine operators, except computer"
"591","proofreaders and copy markers",FALSE,"proofreaders and copy markers"
"592","statistical assistants",FALSE,"statistical assistants"
"593","office and administrative support workers, all other",FALSE,"office and administrative support workers, all other"
"600","first-line supervisors/managers of farming, fishing, and forestry workers",FALSE,"first-line supervisors/managers of farming, fishing, and forestry workers"
"601","agricultural inspectors",FALSE,"agricultural inspectors"
"602","animal breeders",FALSE,"animal breeders"
"604","graders and sorters, agricultural products",FALSE,"graders and sorters, agricultural products"
"605","miscellaneous agricultural workers",FALSE,"miscellaneous agricultural workers"
"610","fishers and related fishing workers",FALSE,"fishers and related fishing workers"
"611","hunters and trappers",FALSE,"hunters and trappers"
"612","forest and conservation workers",FALSE,"forest and conservation workers"
"613","logging workers",FALSE,"logging workers"
"620","first-line supervisors/managers of construction trades and extraction workers",FALSE,"first-line supervisors/managers of construction trades and extraction workers"
"621","boilermakers",FALSE,"boilermakers"
"622","brickmasons, blockmasons, and stonemasons",FALSE,"brickmasons, blockmasons, and stonemasons"
"623","carpenters",FALSE,"carpenters"
"624","carpet, floor, and tile installers and finishers",FALSE,"carpet, floor, and tile installers and finishers"
"625","cement masons, concrete finishers, and terrazzo workers",FALSE,"cement masons, concrete finishers, and terrazzo workers"
"626","construction laborers",FALSE,"construction laborers"
"630","paving, surfacing, and tamping equipment operators",FALSE,"paving, surfacing, and tamping equipment operators"
"631","pile-driver operators",FALSE,"pile-driver operators"
"632","operating engineers and other construction equipment operators",FALSE,"operating engineers and other construction equipment operators"
"633","drywall installers, ceiling tile installers, and tapers",FALSE,"drywall installers, ceiling tile installers, and tapers"
"635","electricians",FALSE,"electricians"
"636","glaziers",FALSE,"glaziers"
"640","insulation workers",FALSE,"insulation workers"
"642","painters, construction and maintenance",FALSE,"painters, construction and maintenance"
"643","paperhangers",FALSE,"paperhangers"
"644","pipelayers, plumbers, pipefitters, and steamfitters",FALSE,"pipelayers, plumbers, pipefitters, and steamfitters"
"646","plasterers and stucco masons",FALSE,"plasterers and stucco masons"
"650","reinforcing iron and rebar workers",FALSE,"reinforcing iron and rebar workers"
"651","roofers",FALSE,"roofers"
"652","sheet metal workers",FALSE,"sheet metal workers"
"653","structural iron and steel workers",FALSE,"structural iron and steel workers"
"660","helpers, construction trades",FALSE,"helpers, construction trades"
"666","construction and building inspectors",FALSE,"construction and building inspectors"
"670","elevator installers and repairers",FALSE,"elevator installers and repairers"
"671","fence erectors",FALSE,"fence erectors"
"672","hazardous materials removal workers",FALSE,"hazardous materials removal workers"
"673","highway maintenance workers",FALSE,"highway maintenance workers"
"674","rail-track laying and maintenance equipment operators",FALSE,"rail-track laying and maintenance equipment operators"
"675","septic tank servicers and sewer pipe cleaners",FALSE,"septic tank servicers and sewer pipe cleaners"
"676","miscellaneous construction and related workers",FALSE,"miscellaneous construction and related workers"
"680","derrick, rotary drill, and service unit operators, oil, gas, and mining",FALSE,"derrick, rotary drill, and service unit operators, oil, gas, and mining"
"682","earth drillers, except oil and gas",FALSE,"earth drillers, except oil and gas"
"683","explosives workers, ordnance handling experts, and blasters",FALSE,"explosives workers, ordnance handling experts, and blasters"
"684","mining machine operators",FALSE,"mining machine operators"
"691","roof bolters, mining",FALSE,"roof bolters, mining"
"692","roustabouts, oil and gas",FALSE,"roustabouts, oil and gas"
"693","helpers--extraction workers",FALSE,"helpers--extraction workers"
"694","other extraction workers ,",FALSE,"other extraction workers ,"
"700","first-line supervisors/managers of mechanics, installers, and repairers",FALSE,"first-line supervisors/managers of mechanics, installers, and repairers"
"701","computer, automated teller, and office machine repairers",FALSE,"computer, automated teller, and office machine repairers"
"702","radio and telecommunications equipment installers and repairers",FALSE,"radio and telecommunications equipment installers and repairers"
"703","avionics technicians",FALSE,"avionics technicians"
"704","electric motor, power tool, and related repairers",FALSE,"electric motor, power tool, and related repairers"
"705","electrical and electronics installers and repairers, transportation equipment",FALSE,"electrical and electronics installers and repairers, transportation equipment"
"710","electrical and electronics repairers, industrial and utility ,",FALSE,"electrical and electronics repairers, industrial and utility ,"
"711","electronic equipment installers and repairers, motor vehicles",FALSE,"electronic equipment installers and repairers, motor vehicles"
"712","electronic home entertainment equipment installers and repairers",FALSE,"electronic home entertainment equipment installers and repairers"
"713","security and fire alarm systems installers",FALSE,"security and fire alarm systems installers"
"714","aircraft mechanics and service technicians",FALSE,"aircraft mechanics and service technicians"
"715","automotive body and related repairers",FALSE,"automotive body and related repairers"
"716","automotive glass installers and repairers",FALSE,"automotive glass installers and repairers"
"720","automotive service technicians and mechanics",FALSE,"automotive service technicians and mechanics"
"721","bus and truck mechanics and diesel engine specialists",FALSE,"bus and truck mechanics and diesel engine specialists"
"722","heavy vehicle and mobile equipment service technicians and mechanics",FALSE,"heavy vehicle and mobile equipment service technicians and mechanics"
"724","small engine mechanics",FALSE,"small engine mechanics"
"726","miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",FALSE,"miscellaneous vehicle and mobile equipment mechanics, installers, and repairers"
"730","control and valve installers and repairers",FALSE,"control and valve installers and repairers"
"731","heating, air conditioning, and refrigeration mechanics and installers",FALSE,"heating, air conditioning, and refrigeration mechanics and installers"
"732","home appliance repairers",FALSE,"home appliance repairers"
"733","industrial and refractory machinery mechanics ,",FALSE,"industrial and refractory machinery mechanics ,"
"734","maintenance and repair workers, general",FALSE,"maintenance and repair workers, general"
"735","maintenance workers, machinery",FALSE,"maintenance workers, machinery"
"736","millwrights",FALSE,"millwrights"
"741","electrical power-line installers and repairers",FALSE,"electrical power-line installers and repairers"
"742","telecommunications line installers and repairers",FALSE,"telecommunications line installers and repairers"
"743","precision instrument and equipment repairers",FALSE,"precision instrument and equipment repairers"
"751","coin, vending, and amusement machine servicers and repairers",FALSE,"coin, vending, and amusement machine servicers and repairers"
"752","commercial divers",FALSE,"commercial divers"
"754","locksmiths and safe repairers",FALSE,"locksmiths and safe repairers"
"755","manufactured building and mobile home installers",FALSE,"manufactured building and mobile home installers"
"756","riggers",FALSE,"riggers"
"760","signal and track switch repairers",FALSE,"signal and track switch repairers"
"761","helpers--installation, maintenance, and repair workers",FALSE,"helpers--installation, maintenance, and repair workers"
"762","other installation, maintenance, and repair workers ,",FALSE,"other installation, maintenance, and repair workers ,"
"770","first-line supervisors/managers of production and operating workers",FALSE,"first-line supervisors/managers of production and operating workers"
"771","aircraft structure, surfaces, rigging, and systems assemblers",FALSE,"aircraft structure, surfaces, rigging, and systems assemblers"
"772","electrical, electronics, and electromechanical assemblers",FALSE,"electrical, electronics, and electromechanical assemblers"
"773","engine and other machine assemblers",FALSE,"engine and other machine assemblers"
"774","structural metal fabricators and fitters",FALSE,"structural metal fabricators and fitters"
"775","miscellaneous assemblers and fabricators",FALSE,"miscellaneous assemblers and fabricators"
"780","bakers",FALSE,"bakers"
"781","butchers and other meat, poultry, and fish processing workers",FALSE,"butchers and other meat, poultry, and fish processing workers"
"783","food and tobacco roasting, baking, and drying machine operators and tenders",FALSE,"food and tobacco roasting, baking, and drying machine operators and tenders"
"784","food batchmakers",FALSE,"food batchmakers"
"785","food cooking machine operators and tenders",FALSE,"food cooking machine operators and tenders"
"790","computer control programmers and operators",FALSE,"computer control programmers and operators"
"792","extruding and drawing machine setters, operators, and tenders, metal and plastic",FALSE,"extruding and drawing machine setters, operators, and tenders, metal and plastic"
"793","forging machine setters, operators, and tenders, metal and plastic",FALSE,"forging machine setters, operators, and tenders, metal and plastic"
"794","rolling machine setters, operators, and tenders, metal and plastic",FALSE,"rolling machine setters, operators, and tenders, metal and plastic"
"795","cutting, punching, and press machine setters, operators, and tenders, metal and plastic",FALSE,"cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
"796","drilling and boring machine tool setters, operators, and tenders, metal and plastic",FALSE,"drilling and boring machine tool setters, operators, and tenders, metal and plastic"
"800","grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",FALSE,"grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"
"801","lathe and turning machine tool setters, operators, and tenders, metal and plastic",FALSE,"lathe and turning machine tool setters, operators, and tenders, metal and plastic"
"802","milling and planing machine setters, operators, and tenders, metal and plastic",FALSE,"milling and planing machine setters, operators, and tenders, metal and plastic"
"803","machinists",FALSE,"machinists"
"804","metal furnace and kiln operators and tenders",FALSE,"metal furnace and kiln operators and tenders"
"806","model makers and patternmakers, metal and plastic",FALSE,"model makers and patternmakers, metal and plastic"
"810","molders and molding machine setters, operators, and tenders, metal and plastic",FALSE,"molders and molding machine setters, operators, and tenders, metal and plastic"
"812","multiple machine tool setters, operators, and tenders, metal and plastic",FALSE,"multiple machine tool setters, operators, and tenders, metal and plastic"
"813","tool and die makers",FALSE,"tool and die makers"
"814","welding, soldering, and brazing workers",FALSE,"welding, soldering, and brazing workers"
"815","heat treating equipment setters, operators, and tenders, metal and plastic",FALSE,"heat treating equipment setters, operators, and tenders, metal and plastic"
"816","lay-out workers, metal and plastic",FALSE,"lay-out workers, metal and plastic"
"820","plating and coating machine setters, operators, and tenders, metal and plastic",FALSE,"plating and coating machine setters, operators, and tenders, metal and plastic"
"821","tool grinders, filers, and sharpeners",FALSE,"tool grinders, filers, and sharpeners"
"822","metalworkers and plastic workers, all other",FALSE,"metalworkers and plastic workers, all other"
"823","bookbinders and bindery workers",FALSE,"bookbinders and bindery workers"
"824","job printers",FALSE,"job printers"
"825","prepress technicians and workers",FALSE,"prepress technicians and workers"
